grader_type,sigma,rbf_score,accuracy,spearman
accuracy_80pct,0.1,85.0,0.85,0.8800346391443467
accuracy_70pct,0.1,78.0,0.78,0.7133817984925609
accuracy_60pct,0.1,68.0,0.68,0.4652100721471394
correlation_70pct,0.1,43.0,0.43,0.5885936912071207
correlation_60pct,0.1,37.0,0.37,0.5469001481937873
accuracy_80pct,0.1,82.0,0.82,0.7498755377940265
accuracy_70pct,0.1,76.0,0.76,0.6927226515689331
accuracy_60pct,0.1,66.0,0.66,0.5480398860531837
correlation_70pct,0.1,42.0,0.42,0.6668955624059433
correlation_60pct,0.1,33.0,0.33,0.52777079402789
accuracy_80pct,0.1,84.0,0.84,0.7895688576713044
accuracy_70pct,0.1,77.0,0.77,0.6958348024583034
accuracy_60pct,0.1,71.0,0.71,0.5428125553694105
correlation_70pct,0.1,32.0,0.32,0.4455876647899965
correlation_60pct,0.1,36.0,0.36,0.42240835465446963
accuracy_80pct,0.1,85.0,0.85,0.7190912584817644
accuracy_70pct,0.1,80.0,0.8,0.755613129200996
accuracy_60pct,0.1,73.0,0.73,0.6921189114160033
correlation_70pct,0.1,53.0,0.53,0.7103268419080175
correlation_60pct,0.1,41.0,0.41,0.4843551774469416
accuracy_80pct,0.1,88.0,0.88,0.8571363544680182
accuracy_70pct,0.1,78.0,0.78,0.7360366437585317
accuracy_60pct,0.1,76.0,0.76,0.6487600445159037
correlation_70pct,0.1,41.0,0.41,0.6647706004736152
correlation_60pct,0.1,38.0,0.38,0.41570184735467
accuracy_80pct,0.1,86.0,0.86,0.8261266681470834
accuracy_70pct,0.1,78.0,0.78,0.708503649030438
accuracy_60pct,0.1,69.0,0.69,0.5118257199542706
correlation_70pct,0.1,41.0,0.41,0.6089182785245045
correlation_60pct,0.1,42.0,0.42,0.5351676335720371
accuracy_80pct,0.1,82.0,0.82,0.7161904866358549
accuracy_70pct,0.1,77.0,0.77,0.6969647613064863
accuracy_60pct,0.1,70.0,0.7,0.5483291783939618
correlation_70pct,0.1,41.0,0.41,0.5570265565575485
correlation_60pct,0.1,30.0,0.3,0.46663477959334415
accuracy_80pct,0.1,83.0,0.83,0.7545712232201203
accuracy_70pct,0.1,79.0,0.79,0.74106093446473
accuracy_60pct,0.1,68.0,0.68,0.6296891387318667
correlation_70pct,0.1,46.0,0.46,0.6787713890192998
correlation_60pct,0.1,39.0,0.39,0.5538048873158421
accuracy_80pct,0.1,83.0,0.83,0.749257205661074
accuracy_70pct,0.1,78.0,0.78,0.6725943397134342
accuracy_60pct,0.1,67.0,0.67,0.5769385686549526
correlation_70pct,0.1,38.0,0.38,0.6405965584044345
correlation_60pct,0.1,27.0,0.27,0.4232343518823546
accuracy_80pct,0.1,84.0,0.84,0.8349738502913742
accuracy_70pct,0.1,76.0,0.76,0.5946956694102632
accuracy_60pct,0.1,68.0,0.68,0.5731745393483864
correlation_70pct,0.1,44.0,0.44,0.6378198823453348
correlation_60pct,0.1,38.0,0.38,0.46297385564189697
accuracy_80pct,0.1,85.0,0.85,0.792982105264028
accuracy_70pct,0.1,76.0,0.76,0.7840726882359731
accuracy_60pct,0.1,76.0,0.76,0.722479348894558
correlation_70pct,0.1,36.0,0.36,0.5568822274042213
correlation_60pct,0.1,38.0,0.38,0.5521885464396965
accuracy_80pct,0.1,86.0,0.86,0.8417071554224156
accuracy_70pct,0.1,80.0,0.8,0.7743447759208558
accuracy_60pct,0.1,71.0,0.71,0.6144535033323629
correlation_70pct,0.1,40.0,0.4,0.5918189649053716
correlation_60pct,0.1,39.0,0.39,0.5156552275199817
accuracy_80pct,0.1,82.0,0.82,0.6744699790312776
accuracy_70pct,0.1,76.0,0.76,0.7608218604781749
accuracy_60pct,0.1,72.0,0.72,0.6952294173813173
correlation_70pct,0.1,34.0,0.34,0.5992214872195186
correlation_60pct,0.1,41.0,0.41,0.42309824443663163
accuracy_80pct,0.1,84.0,0.84,0.7188816969062471
accuracy_70pct,0.1,79.0,0.79,0.713182745354598
accuracy_60pct,0.1,69.0,0.69,0.5758905011150138
correlation_70pct,0.1,42.0,0.42,0.6115759701126938
correlation_60pct,0.1,44.0,0.44,0.4541623313572357
accuracy_80pct,0.1,84.0,0.84,0.76253842336112
accuracy_70pct,0.1,77.0,0.77,0.6963525916267663
accuracy_60pct,0.1,72.0,0.72,0.5868980145807561
correlation_70pct,0.1,42.0,0.42,0.7050024045935119
correlation_60pct,0.1,40.0,0.4,0.6468357994374997
accuracy_80pct,0.1,82.0,0.82,0.7931500397731728
accuracy_70pct,0.1,78.0,0.78,0.7279524057840381
accuracy_60pct,0.1,68.0,0.68,0.7147379153636969
correlation_70pct,0.1,41.0,0.41,0.6838676704853681
correlation_60pct,0.1,26.0,0.26,0.3140096580052426
accuracy_80pct,0.1,87.0,0.87,0.8527656688947012
accuracy_70pct,0.1,76.0,0.76,0.7582369375939583
accuracy_60pct,0.1,66.0,0.66,0.5803296930199351
correlation_70pct,0.1,43.0,0.43,0.6205650326848304
correlation_60pct,0.1,39.0,0.39,0.3492388121963805
accuracy_80pct,0.1,83.0,0.83,0.7850277459484446
accuracy_70pct,0.1,79.0,0.79,0.7838639847511163
accuracy_60pct,0.1,68.0,0.68,0.6024983055868538
correlation_70pct,0.1,48.0,0.48,0.7204668405568765
correlation_60pct,0.1,43.0,0.43,0.6081483435669012
accuracy_80pct,0.1,84.0,0.84,0.8480786592017223
accuracy_70pct,0.1,77.0,0.77,0.6302539060089661
accuracy_60pct,0.1,70.0,0.7,0.6973997014375031
correlation_70pct,0.1,38.0,0.38,0.6922413996663067
correlation_60pct,0.1,35.0,0.35,0.5254379800150241
accuracy_80pct,0.1,83.0,0.83,0.803791866878778
accuracy_70pct,0.1,73.0,0.73,0.6542158647255258
accuracy_60pct,0.1,70.0,0.7,0.6340982031586894
correlation_70pct,0.1,47.0,0.47,0.6962551476441803
correlation_60pct,0.1,36.0,0.36,0.4943761551643052
accuracy_80pct,0.1,87.0,0.87,0.807982766164689
accuracy_70pct,0.1,79.0,0.79,0.6915504021185375
accuracy_60pct,0.1,65.0,0.65,0.45353804119680885
correlation_70pct,0.1,51.0,0.51,0.7058746740616904
correlation_60pct,0.1,31.0,0.31,0.4336598679680511
accuracy_80pct,0.1,87.0,0.87,0.8809889578093434
accuracy_70pct,0.1,77.0,0.77,0.6569792912367943
accuracy_60pct,0.1,72.0,0.72,0.40661009460489783
correlation_70pct,0.1,40.0,0.4,0.6522393313924173
correlation_60pct,0.1,37.0,0.37,0.5151936048448126
accuracy_80pct,0.1,84.0,0.84,0.7740896910266682
accuracy_70pct,0.1,75.0,0.75,0.7342475394058502
accuracy_60pct,0.1,75.0,0.75,0.7403875582134574
correlation_70pct,0.1,32.0,0.32,0.6744551260909277
correlation_60pct,0.1,37.0,0.37,0.5198682833431819
accuracy_80pct,0.1,84.0,0.84,0.7306365207522202
accuracy_70pct,0.1,75.0,0.75,0.6354368127436636
accuracy_60pct,0.1,71.0,0.71,0.5405542723199015
correlation_70pct,0.1,50.0,0.5,0.6996072104596667
correlation_60pct,0.1,53.0,0.53,0.6284335444191702
accuracy_80pct,0.1,85.0,0.85,0.8556172478896097
accuracy_70pct,0.1,76.0,0.76,0.7649521688856593
accuracy_60pct,0.1,67.0,0.67,0.613750208011762
correlation_70pct,0.1,44.0,0.44,0.5880441175698824
correlation_60pct,0.1,35.0,0.35,0.6313673339881452
accuracy_80pct,0.1,84.0,0.84,0.7935546931774343
accuracy_70pct,0.1,74.0,0.74,0.6983235970704953
accuracy_60pct,0.1,69.0,0.69,0.620569521712811
correlation_70pct,0.1,41.0,0.41,0.5935127877261879
correlation_60pct,0.1,32.0,0.32,0.5498960972824298
accuracy_80pct,0.1,83.0,0.83,0.8321849009868072
accuracy_70pct,0.1,77.0,0.77,0.7025373852857165
accuracy_60pct,0.1,72.0,0.72,0.6975072282427636
correlation_70pct,0.1,36.0,0.36,0.587380983937555
correlation_60pct,0.1,40.0,0.4,0.5703773063140272
accuracy_80pct,0.1,85.0,0.85,0.7768240262840074
accuracy_70pct,0.1,74.0,0.74,0.6333951251149177
accuracy_60pct,0.1,72.0,0.72,0.6550560486882157
correlation_70pct,0.1,32.0,0.32,0.5220713695804854
correlation_60pct,0.1,42.0,0.42,0.5335473201128441
accuracy_80pct,0.1,87.0,0.87,0.8879617865691367
accuracy_70pct,0.1,75.0,0.75,0.6557802736195645
accuracy_60pct,0.1,70.0,0.7,0.5491478871100275
correlation_70pct,0.1,38.0,0.38,0.5537615278869924
correlation_60pct,0.1,41.0,0.41,0.5192524403274844
accuracy_80pct,0.1,86.0,0.86,0.8210210314178027
accuracy_70pct,0.1,81.0,0.81,0.8440649380533701
accuracy_60pct,0.1,69.0,0.69,0.5367672739279742
correlation_70pct,0.1,44.0,0.44,0.6251468241660374
correlation_60pct,0.1,34.0,0.34,0.5083305989596649
accuracy_80pct,0.1,84.0,0.84,0.8007791136932182
accuracy_70pct,0.1,79.0,0.79,0.7613944498550431
accuracy_60pct,0.1,69.0,0.69,0.6979206646833118
correlation_70pct,0.1,39.0,0.39,0.6716813871284556
correlation_60pct,0.1,35.0,0.35,0.5595780407256354
accuracy_80pct,0.1,85.0,0.85,0.8525514357942194
accuracy_70pct,0.1,78.0,0.78,0.7553520423242741
accuracy_60pct,0.1,70.0,0.7,0.6600966801985868
correlation_70pct,0.1,45.0,0.45,0.6543555698974773
correlation_60pct,0.1,42.0,0.42,0.5371421633022638
accuracy_80pct,0.1,84.0,0.84,0.8051234165206019
accuracy_70pct,0.1,84.0,0.84,0.7876376813522425
accuracy_60pct,0.1,72.0,0.72,0.5633288478301989
correlation_70pct,0.1,36.0,0.36,0.5347143859258655
correlation_60pct,0.1,42.0,0.42,0.6501627866469283
accuracy_80pct,0.1,83.0,0.83,0.6782779382749972
accuracy_70pct,0.1,75.0,0.75,0.6366192262971687
accuracy_60pct,0.1,72.0,0.72,0.6388393483840347
correlation_70pct,0.1,51.0,0.51,0.6973542670732523
correlation_60pct,0.1,27.0,0.27,0.31428607760773536
accuracy_80pct,0.1,83.0,0.83,0.7212381900328817
accuracy_70pct,0.1,76.0,0.76,0.586714750458944
accuracy_60pct,0.1,75.0,0.75,0.7422824953784682
correlation_70pct,0.1,38.0,0.38,0.6256020703093924
correlation_60pct,0.1,41.0,0.41,0.5654615120112132
accuracy_80pct,0.1,87.0,0.87,0.7706122816936377
accuracy_70pct,0.1,80.0,0.8,0.710490834671441
accuracy_60pct,0.1,70.0,0.7,0.5375917467037064
correlation_70pct,0.1,37.0,0.37,0.7707516789088685
correlation_60pct,0.1,30.0,0.3,0.43624953447657167
accuracy_80pct,0.1,87.0,0.87,0.7995729345641862
accuracy_70pct,0.1,75.0,0.75,0.46887693661133334
accuracy_60pct,0.1,66.0,0.66,0.48501795008413423
correlation_70pct,0.1,40.0,0.4,0.5927179742756153
correlation_60pct,0.1,32.0,0.32,0.34631713245468615
accuracy_80pct,0.1,87.0,0.87,0.7533383210081882
accuracy_70pct,0.1,77.0,0.77,0.7243363731770175
accuracy_60pct,0.1,76.0,0.76,0.6073367602408131
correlation_70pct,0.1,53.0,0.53,0.6900125298246328
correlation_60pct,0.1,34.0,0.34,0.5745187940811282
accuracy_80pct,0.1,88.0,0.88,0.8042475863443744
accuracy_70pct,0.1,74.0,0.74,0.5737253622802296
accuracy_60pct,0.1,66.0,0.66,0.49095334661704376
correlation_70pct,0.1,42.0,0.42,0.6230753115257847
correlation_60pct,0.1,38.0,0.38,0.5472338257396502
accuracy_80pct,0.1,85.0,0.85,0.7757621212388209
accuracy_70pct,0.1,74.0,0.74,0.6559645204895501
accuracy_60pct,0.1,68.0,0.68,0.5547654737508401
correlation_70pct,0.1,36.0,0.36,0.6743573841215978
correlation_60pct,0.1,30.0,0.3,0.4058150934060971
accuracy_80pct,0.1,81.0,0.81,0.7099876846971644
accuracy_70pct,0.1,80.0,0.8,0.6982090998582966
accuracy_60pct,0.1,72.0,0.72,0.6884433205333443
correlation_70pct,0.1,31.0,0.31,0.6133035724494834
correlation_60pct,0.1,36.0,0.36,0.44572487988235715
accuracy_80pct,0.1,84.0,0.84,0.7561111805981602
accuracy_70pct,0.1,79.0,0.79,0.7504708840157926
accuracy_60pct,0.1,68.0,0.68,0.39185665222103255
correlation_70pct,0.1,42.0,0.42,0.704147936424287
correlation_60pct,0.1,34.0,0.34,0.5978105791583834
accuracy_80pct,0.1,84.0,0.84,0.7334342056557563
accuracy_70pct,0.1,78.0,0.78,0.7088121679093136
accuracy_60pct,0.1,73.0,0.73,0.7221887385676526
correlation_70pct,0.1,39.0,0.39,0.6247147525979214
correlation_60pct,0.1,34.0,0.34,0.5234729831922716
accuracy_80pct,0.1,83.0,0.83,0.752865487666932
accuracy_70pct,0.1,76.0,0.76,0.6643509361862185
accuracy_60pct,0.1,63.0,0.63,0.4759666972990716
correlation_70pct,0.1,45.0,0.45,0.6386118229019063
correlation_60pct,0.1,42.0,0.42,0.5552218120385735
accuracy_80pct,0.1,85.0,0.85,0.8532631224632653
accuracy_70pct,0.1,77.0,0.77,0.7413836731383115
accuracy_60pct,0.1,71.0,0.71,0.5988985083624647
correlation_70pct,0.1,49.0,0.49,0.7787098627254097
correlation_60pct,0.1,27.0,0.27,0.3978198808891224
accuracy_80pct,0.1,86.0,0.86,0.8167197209399827
accuracy_70pct,0.1,77.0,0.77,0.7084007794580699
accuracy_60pct,0.1,69.0,0.69,0.5877770213797401
correlation_70pct,0.1,50.0,0.5,0.6248575897344482
correlation_60pct,0.1,34.0,0.34,0.4678661497898898
accuracy_80pct,0.1,83.0,0.83,0.7776843352510693
accuracy_70pct,0.1,77.0,0.77,0.6920135210417655
accuracy_60pct,0.1,75.0,0.75,0.6498293777616618
correlation_70pct,0.1,47.0,0.47,0.6178420610872032
correlation_60pct,0.1,38.0,0.38,0.6037948746240949
accuracy_80pct,0.1,85.0,0.85,0.8692992688635313
accuracy_70pct,0.1,77.0,0.77,0.6843104557513446
accuracy_60pct,0.1,71.0,0.71,0.5835415406566461
correlation_70pct,0.1,39.0,0.39,0.4872205669595722
correlation_60pct,0.1,38.0,0.38,0.5266687331106312
accuracy_80pct,0.1,83.0,0.83,0.7985146374066336
accuracy_70pct,0.1,77.0,0.77,0.6764476494690309
accuracy_60pct,0.1,70.0,0.7,0.6685090516469431
correlation_70pct,0.1,48.0,0.48,0.6998020481239189
correlation_60pct,0.1,42.0,0.42,0.49941851352108696
accuracy_80pct,0.1,86.0,0.86,0.8195310572371335
accuracy_70pct,0.1,77.0,0.77,0.7414498463448549
accuracy_60pct,0.1,68.0,0.68,0.6283251996088259
correlation_70pct,0.1,43.0,0.43,0.6345230584601182
correlation_60pct,0.1,40.0,0.4,0.5262627742122533
accuracy_80pct,0.1,86.0,0.86,0.8302409407231177
accuracy_70pct,0.1,79.0,0.79,0.7329932856666297
accuracy_60pct,0.1,75.0,0.75,0.7273249048412759
correlation_70pct,0.1,46.0,0.46,0.7035102431466086
correlation_60pct,0.1,35.0,0.35,0.5974403477146102
accuracy_80pct,0.1,85.0,0.85,0.7832611976331646
accuracy_70pct,0.1,80.0,0.8,0.7270742913738822
accuracy_60pct,0.1,66.0,0.66,0.554740790429029
correlation_70pct,0.1,39.0,0.39,0.6521256141650635
correlation_60pct,0.1,41.0,0.41,0.5861727465899794
accuracy_80pct,0.1,84.0,0.84,0.761284474948548
accuracy_70pct,0.1,78.0,0.78,0.6411595799694809
accuracy_60pct,0.1,74.0,0.74,0.7538927580978053
correlation_70pct,0.1,49.0,0.49,0.7407295329594586
correlation_60pct,0.1,35.0,0.35,0.5397243551792056
accuracy_80pct,0.1,85.0,0.85,0.7372952962862098
accuracy_70pct,0.1,77.0,0.77,0.6450957172395562
accuracy_60pct,0.1,70.0,0.7,0.39083078309542
correlation_70pct,0.1,44.0,0.44,0.6621668227576164
correlation_60pct,0.1,37.0,0.37,0.32928485324116363
accuracy_80pct,0.1,84.0,0.84,0.7611344015382562
accuracy_70pct,0.1,75.0,0.75,0.7180983333604627
accuracy_60pct,0.1,70.0,0.7,0.723982905118833
correlation_70pct,0.1,48.0,0.48,0.6489530726863981
correlation_60pct,0.1,38.0,0.38,0.5167569452230063
accuracy_80pct,0.1,87.0,0.87,0.8911169107763248
accuracy_70pct,0.1,80.0,0.8,0.7826600277869098
accuracy_60pct,0.1,74.0,0.74,0.7552902070160972
correlation_70pct,0.1,38.0,0.38,0.5640242970742616
correlation_60pct,0.1,37.0,0.37,0.607118948976194
accuracy_80pct,0.1,86.0,0.86,0.8261740338660633
accuracy_70pct,0.1,74.0,0.74,0.7044695397938682
accuracy_60pct,0.1,68.0,0.68,0.7315416125384279
correlation_70pct,0.1,39.0,0.39,0.6964339898677082
correlation_60pct,0.1,35.0,0.35,0.5866525718466785
accuracy_80pct,0.1,85.0,0.85,0.8348508121645509
accuracy_70pct,0.1,81.0,0.81,0.6939602086309834
accuracy_60pct,0.1,74.0,0.74,0.6982480950113082
correlation_70pct,0.1,42.0,0.42,0.6241383436203344
correlation_60pct,0.1,31.0,0.31,0.45469785259135775
accuracy_80pct,0.1,85.0,0.85,0.7814435987729699
accuracy_70pct,0.1,77.0,0.77,0.8125822033823576
accuracy_60pct,0.1,72.0,0.72,0.6963246866019406
correlation_70pct,0.1,40.0,0.4,0.6413707136088425
correlation_60pct,0.1,35.0,0.35,0.6287964738746182
accuracy_80pct,0.1,85.0,0.85,0.787179637715745
accuracy_70pct,0.1,74.0,0.74,0.614153382955537
accuracy_60pct,0.1,66.0,0.66,0.5885219288908181
correlation_70pct,0.1,43.0,0.43,0.6098819209774878
correlation_60pct,0.1,25.0,0.25,0.3469644840627863
accuracy_80pct,0.1,89.0,0.89,0.9375139441203476
accuracy_70pct,0.1,73.0,0.73,0.6301889332134816
accuracy_60pct,0.1,70.0,0.7,0.5529907582986793
correlation_70pct,0.1,44.0,0.44,0.6001573808709789
correlation_60pct,0.1,39.0,0.39,0.5910593021945446
accuracy_80pct,0.1,85.0,0.85,0.7936118739489945
accuracy_70pct,0.1,77.0,0.77,0.5781088474081864
accuracy_60pct,0.1,69.0,0.69,0.6793840143889278
correlation_70pct,0.1,46.0,0.46,0.6938276492375249
correlation_60pct,0.1,31.0,0.31,0.5686540107892026
accuracy_80pct,0.1,85.0,0.85,0.827657917177419
accuracy_70pct,0.1,74.0,0.74,0.5794581436989986
accuracy_60pct,0.1,65.0,0.65,0.5878980917449479
correlation_70pct,0.1,47.0,0.47,0.5529001543475346
correlation_60pct,0.1,36.0,0.36,0.5385141522432715
accuracy_80pct,0.1,84.0,0.84,0.8144511214488267
accuracy_70pct,0.1,77.0,0.77,0.6878848131501097
accuracy_60pct,0.1,65.0,0.65,0.5771464331118764
correlation_70pct,0.1,39.0,0.39,0.712406910457693
correlation_60pct,0.1,37.0,0.37,0.5358272993132328
accuracy_80pct,0.1,84.0,0.84,0.8103448993886122
accuracy_70pct,0.1,77.0,0.77,0.8294832080997053
accuracy_60pct,0.1,65.0,0.65,0.5729323622858667
correlation_70pct,0.1,45.0,0.45,0.6763601161966701
correlation_60pct,0.1,37.0,0.37,0.555843420834054
accuracy_80pct,0.1,81.0,0.81,0.8058487737291606
accuracy_70pct,0.1,77.0,0.77,0.6967744871854663
accuracy_60pct,0.1,70.0,0.7,0.6273907522921661
correlation_70pct,0.1,45.0,0.45,0.6955606090037273
correlation_60pct,0.1,33.0,0.33,0.3479722757946674
accuracy_80pct,0.1,88.0,0.88,0.8114944080592152
accuracy_70pct,0.1,80.0,0.8,0.6769156667113828
accuracy_60pct,0.1,72.0,0.72,0.4858967973270943
correlation_70pct,0.1,42.0,0.42,0.6478773756262926
correlation_60pct,0.1,27.0,0.27,0.3723023900268611
accuracy_80pct,0.1,84.0,0.84,0.7498139081534819
accuracy_70pct,0.1,78.0,0.78,0.6200932389247688
accuracy_60pct,0.1,67.0,0.67,0.5847939841370501
correlation_70pct,0.1,33.0,0.33,0.6171793382042251
correlation_60pct,0.1,40.0,0.4,0.5487950216773214
accuracy_80pct,0.1,85.0,0.85,0.8357963225203078
accuracy_70pct,0.1,80.0,0.8,0.7665029489079616
accuracy_60pct,0.1,69.0,0.69,0.6154788761626258
correlation_70pct,0.1,40.0,0.4,0.582768090867559
correlation_60pct,0.1,39.0,0.39,0.6316254046442558
accuracy_80pct,0.1,83.0,0.83,0.7911465309091293
accuracy_70pct,0.1,77.0,0.77,0.6825597812910347
accuracy_60pct,0.1,70.0,0.7,0.6576857602688708
correlation_70pct,0.1,37.0,0.37,0.6531539432049435
correlation_60pct,0.1,39.0,0.39,0.46681378956280134
accuracy_80pct,0.1,86.0,0.86,0.811038261126699
accuracy_70pct,0.1,78.0,0.78,0.7546313424341093
accuracy_60pct,0.1,72.0,0.72,0.5454748146634283
correlation_70pct,0.1,38.0,0.38,0.7035009274083304
correlation_60pct,0.1,44.0,0.44,0.5767471311326384
accuracy_80pct,0.1,83.0,0.83,0.7211450988361391
accuracy_70pct,0.1,78.0,0.78,0.7165738253165315
accuracy_60pct,0.1,66.0,0.66,0.6096951683132132
correlation_70pct,0.1,38.0,0.38,0.6393220969690092
correlation_60pct,0.1,30.0,0.3,0.561318268582826
accuracy_80pct,0.1,84.0,0.84,0.7780103006197553
accuracy_70pct,0.1,77.0,0.77,0.8168119109878562
accuracy_60pct,0.1,67.0,0.67,0.6568633631832289
correlation_70pct,0.1,36.0,0.36,0.6060525708515265
correlation_60pct,0.1,40.0,0.4,0.5592609541327848
accuracy_80pct,0.1,85.0,0.85,0.7647805294325665
accuracy_70pct,0.1,74.0,0.74,0.7204280156201988
accuracy_60pct,0.1,70.0,0.7,0.6130397958027013
correlation_70pct,0.1,37.0,0.37,0.5848462201264176
correlation_60pct,0.1,38.0,0.38,0.45368137402614656
accuracy_80pct,0.1,82.0,0.82,0.7948523999916248
accuracy_70pct,0.1,79.0,0.79,0.7838599489545657
accuracy_60pct,0.1,74.0,0.74,0.7842847168335902
correlation_70pct,0.1,35.0,0.35,0.6312984891753968
correlation_60pct,0.1,33.0,0.33,0.5496240850245266
accuracy_80pct,0.1,87.0,0.87,0.8629406038637301
accuracy_70pct,0.1,76.0,0.76,0.6870141882155464
accuracy_60pct,0.1,72.0,0.72,0.616939719995906
correlation_70pct,0.1,48.0,0.48,0.6374004678183621
correlation_60pct,0.1,36.0,0.36,0.5371980245035315
accuracy_80pct,0.1,85.0,0.85,0.8078428865031488
accuracy_70pct,0.1,76.0,0.76,0.6516808000556849
accuracy_60pct,0.1,70.0,0.7,0.49942643842706114
correlation_70pct,0.1,53.0,0.53,0.7142109703485295
correlation_60pct,0.1,32.0,0.32,0.4619439830556623
accuracy_80pct,0.1,82.0,0.82,0.6295882278747732
accuracy_70pct,0.1,74.0,0.74,0.6566957926211684
accuracy_60pct,0.1,72.0,0.72,0.6923487392040545
correlation_70pct,0.1,35.0,0.35,0.6318100584697168
correlation_60pct,0.1,39.0,0.39,0.4440140582732745
accuracy_80pct,0.1,82.0,0.82,0.7542546628418105
accuracy_70pct,0.1,77.0,0.77,0.6687011933072161
accuracy_60pct,0.1,69.0,0.69,0.49922358648374365
correlation_70pct,0.1,44.0,0.44,0.7004862939332825
correlation_60pct,0.1,43.0,0.43,0.6016648991861002
accuracy_80pct,0.1,86.0,0.86,0.8956791462127828
accuracy_70pct,0.1,77.0,0.77,0.7937219622197327
accuracy_60pct,0.1,63.0,0.63,0.5281234571306345
correlation_70pct,0.1,42.0,0.42,0.6851917826219082
correlation_60pct,0.1,39.0,0.39,0.5251027292149872
accuracy_80pct,0.1,85.0,0.85,0.71600070139946
accuracy_70pct,0.1,78.0,0.78,0.6587048588037164
accuracy_60pct,0.1,68.0,0.68,0.6091202302867768
correlation_70pct,0.1,38.0,0.38,0.5897055048142208
correlation_60pct,0.1,39.0,0.39,0.487628990137863
accuracy_80pct,0.1,84.0,0.84,0.8145754875004042
accuracy_70pct,0.1,74.0,0.74,0.6018954589465126
accuracy_60pct,0.1,68.0,0.68,0.5532857972055338
correlation_70pct,0.1,38.0,0.38,0.6289133478134538
correlation_60pct,0.1,33.0,0.33,0.3784914844177415
accuracy_80pct,0.1,81.0,0.81,0.7221576300574273
accuracy_70pct,0.1,74.0,0.74,0.6362622890450823
accuracy_60pct,0.1,70.0,0.7,0.6231314938124609
correlation_70pct,0.1,41.0,0.41,0.6315149986028035
correlation_60pct,0.1,39.0,0.39,0.6543239405693113
accuracy_80pct,0.1,83.0,0.83,0.760396750877778
accuracy_70pct,0.1,74.0,0.74,0.6276884446783462
accuracy_60pct,0.1,70.0,0.7,0.728383845499146
correlation_70pct,0.1,38.0,0.38,0.6268943618578687
correlation_60pct,0.1,29.0,0.29,0.432372492050191
accuracy_80pct,0.1,83.0,0.83,0.8139838378252542
accuracy_70pct,0.1,77.0,0.77,0.6437407372099239
accuracy_60pct,0.1,76.0,0.76,0.6516849404486126
correlation_70pct,0.1,37.0,0.37,0.6634290038272778
correlation_60pct,0.1,45.0,0.45,0.584549248419795
accuracy_80pct,0.1,82.0,0.82,0.8499980266416673
accuracy_70pct,0.1,79.0,0.79,0.6195911075134821
accuracy_60pct,0.1,71.0,0.71,0.5355081374995976
correlation_70pct,0.1,43.0,0.43,0.670161778171889
correlation_60pct,0.1,39.0,0.39,0.5652867249687182
accuracy_80pct,0.1,83.0,0.83,0.868181192274563
accuracy_70pct,0.1,75.0,0.75,0.6825821338209607
accuracy_60pct,0.1,69.0,0.69,0.6291926485375741
correlation_70pct,0.1,32.0,0.32,0.5218507894998798
correlation_60pct,0.1,35.0,0.35,0.5397755347856295
accuracy_80pct,0.1,87.0,0.87,0.8567654269761225
accuracy_70pct,0.1,78.0,0.78,0.7644698156235645
accuracy_60pct,0.1,68.0,0.68,0.5971719056143556
correlation_70pct,0.1,41.0,0.41,0.5854488533512788
correlation_60pct,0.1,33.0,0.33,0.5301377868249367
accuracy_80pct,0.1,88.0,0.88,0.8689109299903887
accuracy_70pct,0.1,77.0,0.77,0.7353284644161409
accuracy_60pct,0.1,67.0,0.67,0.5237729743105605
correlation_70pct,0.1,32.0,0.32,0.5028607685064451
correlation_60pct,0.1,36.0,0.36,0.600313711071727
accuracy_80pct,0.1,84.0,0.84,0.8102863047282484
accuracy_70pct,0.1,79.0,0.79,0.6975878359383181
