simulation,grader_type,rbf_score,accuracy,spearman
181,correlation_70pct,56.800139471998655,0.4,0.6036232607030506
181,correlation_60pct,49.340256660082204,0.3,0.49932509888133153
182,accuracy_80pct,86.98506701880454,0.84,0.7846301664207633
182,accuracy_70pct,80.8855292117359,0.75,0.7630566273591084
182,accuracy_60pct,76.19859897033784,0.71,0.5618047398763548
182,correlation_70pct,58.83074048278113,0.41,0.6552505843675608
182,correlation_60pct,54.58549853083897,0.36,0.5728687985955941
183,accuracy_80pct,88.65532294355381,0.85,0.8597856000931379
183,accuracy_70pct,81.47474987838558,0.76,0.7231510464299105
183,accuracy_60pct,71.26601596673915,0.66,0.45996587354475144
183,correlation_70pct,56.36140437255786,0.42,0.5675671277600828
183,correlation_60pct,54.78631564280034,0.39,0.5638516495964653
184,accuracy_80pct,85.65542580848921,0.82,0.6779079440577991
184,accuracy_70pct,78.49437787216175,0.74,0.560769487825779
184,accuracy_60pct,74.62646343059544,0.69,0.5636656462928602
184,correlation_70pct,60.34146843345857,0.45,0.5602175255397195
184,correlation_60pct,56.534961580957216,0.38,0.5228127900493384
185,accuracy_80pct,87.31175512029017,0.84,0.8106652745972979
185,accuracy_70pct,82.14785645295608,0.77,0.7533636574324742
185,accuracy_60pct,76.32742314987718,0.69,0.6438508404120791
185,correlation_70pct,55.521035049194296,0.38,0.5333536343846634
185,correlation_60pct,48.96598496110069,0.31,0.5133892777398367
186,accuracy_80pct,87.37611589937022,0.83,0.8176313667064988
186,accuracy_70pct,78.52793223533008,0.74,0.6277859023106173
186,accuracy_60pct,75.1819244913183,0.7,0.4908988733095829
186,correlation_70pct,62.96403805814735,0.48,0.6579924611908121
186,correlation_60pct,55.912186551139214,0.37,0.6217155832461925
187,accuracy_80pct,88.32842959930971,0.85,0.8406454970257827
187,accuracy_70pct,83.4268582543812,0.79,0.7715742692413965
187,accuracy_60pct,76.59260104091864,0.71,0.664730953833386
187,correlation_70pct,54.27273704230165,0.35,0.6253381600397364
187,correlation_60pct,57.590177250609706,0.44,0.5038727314459729
188,accuracy_80pct,86.60794475118718,0.84,0.7933359723491527
188,accuracy_70pct,76.77399564541845,0.73,0.6399222695982248
188,accuracy_60pct,72.36149094468325,0.65,0.5986147999794006
188,correlation_70pct,53.99352991693267,0.34,0.6536338982178009
188,correlation_60pct,57.70212162718563,0.42,0.6544541770102186
189,accuracy_80pct,88.26417144160891,0.86,0.7967314996467182
189,accuracy_70pct,83.41008107279703,0.79,0.722252300385387
189,accuracy_60pct,77.57582377814907,0.72,0.627543979910332
189,correlation_70pct,56.80013947199866,0.4,0.5868441119943126
189,correlation_60pct,55.87863218797087,0.37,0.6094491430818683
190,accuracy_80pct,86.93453023129358,0.84,0.7194279636122974
190,accuracy_70pct,84.83478685672492,0.79,0.8210078955874248
190,accuracy_60pct,77.34420025027596,0.7,0.7342769568572288
190,correlation_70pct,60.68503633790762,0.45,0.6011583393116066
190,correlation_60pct,52.21132961560747,0.35,0.40101746673343597
191,accuracy_80pct,87.24749696258935,0.85,0.7817236604901511
191,accuracy_70pct,80.18151359987444,0.75,0.7237481015208675
191,accuracy_60pct,75.96707806384399,0.69,0.66459684786131
191,correlation_70pct,54.929066435288,0.36,0.6202530766872348
191,correlation_60pct,56.39221078846957,0.41,0.60112897672872
192,accuracy_80pct,85.25024507221674,0.84,0.700848004634035
192,accuracy_70pct,79.54196138847225,0.74,0.6869167715387877
192,accuracy_60pct,74.60937838487357,0.69,0.5268346877597446
192,correlation_70pct,57.84762036692992,0.4,0.6603263795804977
192,correlation_60pct,56.73577869291861,0.41,0.5692827320638503
193,accuracy_80pct,85.31206314679865,0.82,0.766508007232693
193,accuracy_70pct,81.10037555802484,0.77,0.7322954586922267
193,accuracy_60pct,75.29682205790934,0.69,0.6501104527256337
193,correlation_70pct,52.932019787673866,0.35,0.5646080076417185
193,correlation_60pct,50.91544801121894,0.33,0.5054006189682283
194,accuracy_80pct,88.27820067593646,0.85,0.8193744788836281
194,accuracy_70pct,85.04953058163461,0.81,0.7922868063290072
194,accuracy_60pct,72.37816550488819,0.65,0.6245162772278002
194,correlation_70pct,59.66836185888806,0.44,0.6408784444704662
194,correlation_60pct,46.88759511006386,0.31,0.39041651138717043
195,accuracy_80pct,88.65511770079534,0.85,0.834913237924415
195,accuracy_70pct,82.80418584594243,0.78,0.8091584902846717
195,accuracy_60pct,72.88899615813027,0.68,0.5440354160284975
195,correlation_70pct,60.358245615042755,0.45,0.6425515420593834
195,correlation_60pct,54.624039721471895,0.41,0.38124395152145996
196,accuracy_80pct,88.23041183568209,0.86,0.7420443304265493
196,accuracy_70pct,80.83794561424003,0.76,0.7343273090884846
196,accuracy_60pct,75.95304882951643,0.7,0.6607422868391655
196,correlation_70pct,56.89530666699042,0.38,0.6398617189016452
196,correlation_60pct,47.91850406616943,0.31,0.42133697400127185
197,accuracy_80pct,87.00184420038872,0.84,0.8274598949720683
197,accuracy_70pct,81.97144867592085,0.8,0.6905637955090247
197,accuracy_60pct,74.88889337438025,0.7,0.6141527703952999
197,correlation_70pct,55.255857158152864,0.36,0.6048535031924889
197,correlation_60pct,50.86776179234381,0.34,0.5064434425573986
198,accuracy_80pct,85.6080474537518,0.83,0.7938069872774591
198,accuracy_70pct,78.7903621791149,0.75,0.6740432335177872
198,accuracy_60pct,74.88889337438025,0.7,0.6587113443009976
198,correlation_70pct,58.71604815894857,0.42,0.6332511734204435
198,correlation_60pct,49.88474429787185,0.33,0.5257972368525726
199,accuracy_80pct,85.01597621846625,0.81,0.7225476572210053
199,accuracy_70pct,81.82106573009123,0.77,0.752331979143172
199,accuracy_60pct,75.26316507336175,0.69,0.6029019540340438
199,correlation_70pct,61.98091794229613,0.47,0.722591700962288
199,correlation_60pct,50.49349009336231,0.35,0.4674277940044244
200,accuracy_80pct,88.96808443209115,0.86,0.8677963090982231
200,accuracy_70pct,79.50830440392467,0.74,0.6509831994032106
200,accuracy_60pct,76.24913575784883,0.71,0.6856138697532878
200,correlation_70pct,49.68667513316709,0.31,0.5158210861199283
200,correlation_60pct,49.013568558596575,0.3,0.5493089909980714
201,accuracy_80pct,87.60784204862256,0.85,0.7696383012515973
201,accuracy_70pct,80.83519766698339,0.75,0.6871742172802758
201,accuracy_60pct,79.1956455367666,0.73,0.6460011952804053
201,correlation_70pct,57.12693019486351,0.4,0.572586314542377
201,correlation_60pct,52.28971962901506,0.33,0.4529703139191399
202,accuracy_80pct,88.99878822662362,0.85,0.8183176695890927
202,accuracy_70pct,85.08043961892554,0.8,0.7667906364105391
202,accuracy_60pct,78.94999277456596,0.72,0.6810282154790096
202,correlation_70pct,60.40582921253863,0.44,0.6225361742653358
202,correlation_60pct,59.453515512599125,0.42,0.6377780733048418
203,accuracy_80pct,87.3118577416694,0.84,0.835111937096553
203,accuracy_70pct,83.1309765688073,0.78,0.776432764657818
203,accuracy_60pct,71.98711662432251,0.66,0.577145671757188
203,correlation_70pct,55.2894115213212,0.36,0.6518342452358796
203,correlation_60pct,49.820383518791786,0.34,0.39325651703342457
204,accuracy_80pct,87.99889092918824,0.84,0.8128115560240912
204,accuracy_70pct,79.79046471930876,0.76,0.7298254013730985
204,accuracy_60pct,74.88594018436514,0.69,0.5332576928837733
204,correlation_70pct,60.277107654378526,0.46,0.6455679871601372
204,correlation_60pct,53.81722476127668,0.37,0.5186285147846208
205,accuracy_80pct,87.03265061630043,0.83,0.8096025945720542
205,accuracy_70pct,84.25959542440279,0.77,0.8574110118805173
205,accuracy_60pct,73.44252620278284,0.65,0.6429676305139659
205,correlation_70pct,61.07618783985254,0.44,0.6648359519450662
205,correlation_60pct,55.099077131337665,0.4,0.5478783413603414
206,accuracy_80pct,86.60763688704947,0.84,0.7307686715306031
206,accuracy_70pct,82.80418584594244,0.78,0.7839089785658712
206,accuracy_60pct,78.46092613037266,0.74,0.6508060447556592
206,correlation_70pct,52.89846542450552,0.35,0.513810378797588
206,correlation_60pct,53.83400194286085,0.37,0.568605701421773
207,accuracy_80pct,87.32863492325357,0.84,0.8252553800238537
207,accuracy_70pct,85.73656376915343,0.81,0.7542234743896068
207,accuracy_60pct,78.08665443139115,0.75,0.5981388091116011
207,correlation_70pct,62.260125067665115,0.48,0.5693839596386312
207,correlation_60pct,53.272839744866275,0.34,0.5060575410124145
208,accuracy_80pct,83.93779152900252,0.82,0.7219082405902056
208,accuracy_70pct,79.88552929292129,0.74,0.678314908957009
208,accuracy_60pct,79.19849610540246,0.74,0.7362141827660792
208,correlation_70pct,57.68534444560146,0.42,0.6197336750407952
208,correlation_60pct,50.89867082963477,0.33,0.5266700367641599
209,accuracy_80pct,89.55730509874081,0.87,0.8203532353100969
209,accuracy_70pct,81.49427500722636,0.77,0.7264193573982514
209,accuracy_60pct,75.01761493254035,0.68,0.6309967668774821
209,correlation_70pct,60.76342635131521,0.43,0.655475334825027
209,correlation_60pct,60.78020353289938,0.43,0.6549215459780099
210,accuracy_80pct,86.62472193277135,0.84,0.7741738625974867
210,accuracy_70pct,80.10027301783097,0.76,0.6243736548843253
210,accuracy_60pct,77.03418670899529,0.7,0.7410821661921004
210,correlation_70pct,54.88148283779212,0.37,0.5789771710449592
210,correlation_60pct,50.915448011218935,0.33,0.5147052290689047
211,accuracy_80pct,86.62461931139211,0.84,0.7465262476187844
211,accuracy_70pct,82.46061794149342,0.78,0.7323295019616852
211,accuracy_60pct,71.06519885477778,0.63,0.4228674290463013
211,correlation_70pct,59.86144419612822,0.41,0.6693843387474258
211,correlation_60pct,58.06236409183961,0.42,0.6081778250951
212,accuracy_80pct,84.9208090234745,0.83,0.7263540478641662
212,accuracy_70pct,82.77052886139487,0.78,0.7551737349718413
212,accuracy_60pct,74.9363743504969,0.69,0.6466442731311278
212,correlation_70pct,57.07934659736763,0.41,0.6300675747403538
212,correlation_60pct,55.392313491034194,0.4,0.5565279826752499
213,accuracy_80pct,89.26396611766503,0.87,0.8616558728148461
213,accuracy_70pct,78.7234586955367,0.75,0.6796281665205492
213,accuracy_60pct,73.31095407598688,0.66,0.6112486377722895
213,correlation_70pct,55.24182792382532,0.37,0.646816287006409
213,correlation_60pct,48.932430597932346,0.31,0.5171546742594517
214,accuracy_80pct,87.6413964117909,0.85,0.7833040958761331
214,accuracy_70pct,88.31175503910478,0.85,0.8122759657735364
214,accuracy_60pct,74.93647697187613,0.69,0.5222285426649063
214,correlation_70pct,65.02544548484153,0.48,0.659351499761424
214,correlation_60pct,56.406137401417865,0.4,0.49272615392382263
215,accuracy_80pct,87.3118577416694,0.84,0.8182955289006836
215,accuracy_70pct,82.16463363454027,0.77,0.7332723055022361
215,accuracy_60pct,71.36423897312525,0.65,0.546769923297183
215,correlation_70pct,48.86796719747305,0.32,0.3246852944406184
215,correlation_60pct,54.769538461216186,0.39,0.5651756317056448
216,accuracy_80pct,88.65511770079534,0.85,0.8282087430986211
216,accuracy_70pct,82.13097664999268,0.77,0.6874514422056178
216,accuracy_60pct,78.57297312832782,0.72,0.6828714019976873
216,correlation_70pct,57.5348588783926,0.39,0.565095926482435
216,correlation_60pct,59.37512549919154,0.44,0.6101440987004036
217,accuracy_80pct,87.87016937102813,0.86,0.7186244990340176
217,accuracy_70pct,81.77073418533871,0.77,0.6783184488360229
217,accuracy_60pct,80.16473641829026,0.75,0.6942284537246735
217,correlation_70pct,58.17441108979477,0.4,0.6472996343616638
217,correlation_60pct,57.014985818287585,0.42,0.470397852244492
218,accuracy_80pct,88.56015574856205,0.87,0.8300312896387854
218,accuracy_70pct,79.75670511338194,0.76,0.6241560721226617
218,accuracy_60pct,71.90567079952058,0.67,0.5017327831463078
218,correlation_70pct,60.43663562845035,0.43,0.7253956410748033
218,correlation_60pct,49.197608488973785,0.33,0.4639422485166025
219,accuracy_80pct,87.00184420038872,0.84,0.8474537142403405
219,accuracy_70pct,81.06946652073388,0.78,0.6796373831413827
219,accuracy_60pct,75.0008377509562,0.68,0.6682095763006108
219,correlation_70pct,57.191290973943566,0.39,0.6104057624491986
219,correlation_60pct,48.044477677072905,0.28,0.497858133355447
220,accuracy_80pct,90.95110184537774,0.88,0.881495525718521
220,accuracy_70pct,85.75354619349606,0.81,0.7962080107527059
220,accuracy_60pct,76.65696181999868,0.7,0.6728622312247518
220,correlation_70pct,66.19260553106994,0.52,0.6715267198303251
220,correlation_60pct,49.30955286554972,0.31,0.47462871892807884
221,accuracy_80pct,86.56025853231205,0.85,0.7373442841185047
221,accuracy_70pct,81.13392992119317,0.77,0.7592967479062936
221,accuracy_60pct,76.57582385933445,0.71,0.6372516451434865
221,correlation_70pct,60.63745274041173,0.46,0.6644782568384333
221,correlation_60pct,53.47640480408428,0.38,0.4984635339770038
222,accuracy_80pct,87.57408244269574,0.85,0.7561396403219046
222,accuracy_70pct,82.11409684702927,0.77,0.6456999691346179
222,accuracy_60pct,69.3783709912028,0.62,0.46452759595499404
222,correlation_70pct,61.04538142394081,0.45,0.7162877295715234
222,correlation_60pct,62.338515081072714,0.46,0.6878440518509609
223,accuracy_80pct,85.28105148812845,0.83,0.7035882076957249
223,accuracy_70pct,81.11694749685053,0.77,0.7274637212783954
223,accuracy_60pct,73.24628543276911,0.67,0.4675305052251479
223,correlation_70pct,55.0822999497535,0.4,0.5904866243174369
223,correlation_60pct,50.73904023418371,0.36,0.38683592879486123
224,accuracy_80pct,87.52649884519985,0.86,0.7598258359429375
224,accuracy_70pct,79.41323983031214,0.76,0.6741552869662635
224,accuracy_60pct,77.19870151053169,0.72,0.7515426197416682
224,correlation_70pct,60.685036337907604,0.45,0.6896265969350637
224,correlation_60pct,52.225256228555764,0.34,0.541851350650447
225,accuracy_80pct,90.93432466379355,0.88,0.8412387462571499
225,accuracy_70pct,83.93483833898743,0.81,0.5599502857263288
225,accuracy_60pct,73.98691121919327,0.68,0.6219114046003423
225,correlation_70pct,60.059513360832966,0.43,0.5884373209860366
225,correlation_60pct,53.194449731458676,0.36,0.4854320923024747
226,accuracy_80pct,90.5096187986803,0.89,0.84799285661786
226,accuracy_70pct,81.14775391276224,0.76,0.7439530132551443
226,accuracy_60pct,73.93657967444075,0.68,0.6702652344333813
226,correlation_70pct,55.09632918408104,0.39,0.5959886161368946
226,correlation_60pct,50.524296509274016,0.34,0.6076552310877131
227,accuracy_80pct,86.96818721584114,0.84,0.8052621924564193
227,accuracy_70pct,85.03550134730705,0.82,0.8014225950588957
227,accuracy_60pct,75.19870167290246,0.7,0.5797688863569003
227,correlation_70pct,52.76200909162419,0.31,0.6516987954420891
227,correlation_60pct,51.228209499756254,0.34,0.5576458569286141
228,accuracy_80pct,87.87006674964888,0.86,0.7086720097670002
228,accuracy_70pct,83.41018369417627,0.79,0.7287487707061002
228,accuracy_60pct,69.9703396051091,0.64,0.43138073636199714
228,correlation_70pct,57.78325958784987,0.41,0.5724005177692261
228,correlation_60pct,58.702018924621015,0.43,0.5312298834305295
229,accuracy_80pct,91.93422196122893,0.89,0.9456933312275383
229,accuracy_70pct,82.42696095694583,0.78,0.6941848277260588
229,accuracy_60pct,72.31380472580813,0.66,0.5520199533617647
229,correlation_70pct,60.66825915632344,0.45,0.6113514474913273
229,correlation_60pct,56.20817085809236,0.38,0.6190775338720496
230,accuracy_80pct,88.93442744754356,0.86,0.7815236617936768
230,accuracy_70pct,77.52508174787961,0.72,0.5050024794501126
230,accuracy_60pct,78.6063222487377,0.72,0.6402703009020347
230,correlation_70pct,58.17441108979477,0.4,0.6249247404017534
230,correlation_60pct,58.63765814554097,0.44,0.5183230560333641
231,accuracy_80pct,85.56025861349744,0.84,0.664143598903852
231,accuracy_70pct,80.0864490262619,0.77,0.6800932686203534
231,accuracy_60pct,73.68807634360425,0.66,0.5984064147998062
231,correlation_70pct,59.42270909668742,0.43,0.6792698780220905
231,correlation_60pct,51.24498668134043,0.34,0.554224262124275
232,accuracy_80pct,87.37621852074946,0.83,0.8457462727048334
232,accuracy_70pct,81.46072064405804,0.77,0.7153666673059169
232,accuracy_60pct,73.95294637050797,0.68,0.51893459789068
232,correlation_70pct,64.53912678790485,0.51,0.6915275569888251
232,correlation_60pct,55.73577877410398,0.4,0.5343313393039513
233,accuracy_80pct,89.31165233654016,0.86,0.8645064040531223
233,accuracy_70pct,81.46061802267879,0.77,0.7051013439315938
233,accuracy_60pct,77.2321532523208,0.72,0.6021615215093661
233,correlation_70pct,57.847620366929924,0.4,0.6444467016178665
233,correlation_60pct,57.174513792359406,0.39,0.5846942172505755
234,accuracy_80pct,88.60773934605793,0.86,0.829265961765749
234,accuracy_70pct,81.73972252666853,0.78,0.6636585769658955
234,accuracy_60pct,73.8722188953607,0.69,0.5705988902357343
234,correlation_70pct,60.1406513214972,0.42,0.6584289601285712
234,correlation_60pct,48.99953932426902,0.31,0.5764133303060079
235,accuracy_80pct,86.65827629593967,0.84,0.7889227027489564
235,accuracy_70pct,80.75680765357579,0.77,0.6031672007395052
235,accuracy_60pct,72.05127216064409,0.65,0.5206722395630563
235,correlation_70pct,57.25565175302363,0.38,0.6169545465461739
235,correlation_60pct,51.027392387794876,0.31,0.5025434398845638
236,accuracy_80pct,88.6076367246787,0.86,0.803017625006465
236,accuracy_70pct,77.83815110055464,0.73,0.6449979870142195
236,accuracy_60pct,72.26337055967637,0.66,0.45976229742149355
236,correlation_70pct,57.800036769434044,0.41,0.6583446784506122
236,correlation_60pct,49.80635428446425,0.35,0.37694351551466326
237,accuracy_80pct,87.2780981357426,0.84,0.6303955786759727
237,accuracy_70pct,86.72263707501972,0.83,0.7664131818232005
237,accuracy_60pct,78.23215317113541,0.73,0.6423889882394067
237,correlation_70pct,59.22189198472604,0.4,0.5845556440970275
237,correlation_60pct,56.272531637172406,0.37,0.57396992186624
238,accuracy_80pct,86.98506701880453,0.84,0.7983491379651739
238,accuracy_70pct,80.46082334662265,0.76,0.7019630291345363
238,accuracy_60pct,74.57613188584294,0.69,0.5587929272172089
238,correlation_70pct,54.97665003278389,0.35,0.6342368996092518
238,correlation_60pct,48.29562633378679,0.31,0.47140699982781076
239,accuracy_80pct,86.57439038801883,0.84,0.7079414835708325
239,accuracy_70pct,78.03622026525939,0.75,0.4957099412704323
239,accuracy_60pct,74.85523638983268,0.7,0.5048580999835531
239,correlation_70pct,57.830843185345756,0.4,0.566820089498972
239,correlation_60pct,49.42149724212565,0.29,0.5034176373309853
240,accuracy_80pct,87.93453015010819,0.85,0.7722095966841426
240,accuracy_70pct,78.0696720070485,0.75,0.5743609617751201
240,accuracy_60pct,74.5929090674271,0.69,0.5764178649052484
240,correlation_70pct,55.521035049194296,0.38,0.5505920782123633
240,correlation_60pct,48.55805627757161,0.32,0.39284512357250845
241,accuracy_80pct,86.42380219943071,0.81,0.7968107687993691
241,accuracy_70pct,80.58954490478276,0.74,0.7493165876384293
241,accuracy_60pct,77.49448057472638,0.73,0.5977776887396014
241,correlation_70pct,56.61609954162144,0.37,0.6759019859335355
241,correlation_60pct,57.358451101357375,0.42,0.530323881098396
242,accuracy_80pct,91.32547616573848,0.87,0.913354839832914
242,accuracy_70pct,79.44394362484464,0.75,0.6376403140521506
242,accuracy_60pct,78.18446695226031,0.74,0.6863018366803537
242,correlation_70pct,62.40287586015276,0.45,0.6767904890717109
242,correlation_60pct,55.73588139548322,0.4,0.5220577753840948
243,accuracy_80pct,88.9987882266236,0.85,0.853918995164389
243,accuracy_70pct,81.36555344906627,0.79,0.7438670587556544
243,accuracy_60pct,77.88848264530716,0.73,0.6780753698843851
243,correlation_70pct,53.412044025004235,0.39,0.4646375683343468
243,correlation_60pct,54.16079266572571,0.37,0.5774626047989067
244,accuracy_80pct,88.57418498288959,0.86,0.7849155554740462
244,accuracy_70pct,82.34572037490237,0.79,0.6075235848273792
244,accuracy_60pct,75.85513368726805,0.71,0.5692311999018551
244,correlation_70pct,61.715740051254706,0.45,0.6679207165093948
244,correlation_60pct,59.31076472011149,0.45,0.5860918273971524
245,accuracy_80pct,87.6413964117909,0.85,0.8430945517297045
245,accuracy_70pct,81.11715273960901,0.77,0.6902549459839417
245,accuracy_60pct,76.11746100967363,0.72,0.5420364240408917
245,correlation_70pct,59.10994760815011,0.42,0.6647247499505036
245,correlation_60pct,48.653223472563376,0.3,0.4060715209227575
246,accuracy_80pct,87.09701139538048,0.82,0.8771389713788301
246,accuracy_70pct,77.77368770009537,0.74,0.5977409409955945
246,accuracy_60pct,77.8690601378456,0.72,0.644389354409257
246,correlation_70pct,59.40593191510325,0.43,0.6230061451110004
246,correlation_60pct,49.58865736953947,0.32,0.4140803491046021
247,accuracy_80pct,86.0187240845375,0.83,0.8310388471980272
247,accuracy_70pct,82.14775383157686,0.77,0.7501065189326879
247,accuracy_60pct,75.23225603607081,0.7,0.6265472734072287
247,correlation_70pct,62.55600675323903,0.49,0.5776793676763586
247,correlation_60pct,55.22505074224114,0.37,0.6419609393788782
248,accuracy_80pct,86.31175520147555,0.83,0.7342442676635175
248,accuracy_70pct,82.75375167981069,0.78,0.6814195018873375
248,accuracy_60pct,79.1817189238183,0.74,0.7108428450263582
248,correlation_70pct,54.85067642188041,0.38,0.6109121128084922
248,correlation_60pct,54.14676343139818,0.38,0.5352395081538833
249,accuracy_80pct,87.03265061630043,0.83,0.8307289741884666
249,accuracy_70pct,81.83774029029617,0.77,0.7504666161776213
249,accuracy_60pct,74.60958362763205,0.69,0.6048043455256044
249,correlation_70pct,60.15742850308136,0.42,0.7237378020587474
249,correlation_60pct,52.5548975200565,0.35,0.4704782616779994
250,accuracy_80pct,85.70596259600019,0.82,0.8002478276714949
250,accuracy_70pct,81.80408330574859,0.77,0.7435992066009823
250,accuracy_60pct,73.3302739620692,0.67,0.5800858354114595
250,correlation_70pct,56.895306666990415,0.38,0.6530851555916679
250,correlation_60pct,54.786315642800346,0.39,0.6173819969827364
251,accuracy_80pct,87.34541210483775,0.84,0.8679439751748327
251,accuracy_70pct,83.42696087576046,0.79,0.7459554190560728
251,accuracy_60pct,76.26306237079714,0.7,0.6152033556411826
251,correlation_70pct,55.76943575865156,0.4,0.5488534292627333
251,correlation_60pct,54.9535783915934,0.42,0.48012806378714756
252,accuracy_80pct,87.29508056008524,0.84,0.7839212373539257
252,accuracy_70pct,84.03295872399428,0.8,0.7158909254521322
252,accuracy_60pct,76.20155216035295,0.72,0.6257777087561125
252,correlation_70pct,59.06236401065423,0.43,0.6727539133078791
252,correlation_60pct,57.74970522468153,0.41,0.5634191643626137
253,accuracy_80pct,88.03244529235656,0.84,0.8492633486325402
253,accuracy_70pct,80.85187222718832,0.75,0.7350088180556719
253,accuracy_60pct,74.494686061041,0.7,0.5058131829323205
253,correlation_70pct,54.55469211492726,0.37,0.6604871609486992
253,correlation_60pct,52.13019165494324,0.36,0.5242647444286381
254,accuracy_80pct,85.3285324642451,0.82,0.7269039451106806
254,accuracy_70pct,80.82106581127661,0.76,0.7001079654664458
254,accuracy_60pct,76.6233048354511,0.7,0.6246607851501795
254,correlation_70pct,60.35824561504275,0.45,0.6370925576720325
254,correlation_60pct,54.786315642800346,0.39,0.5282943833431282
255,accuracy_80pct,87.98496431623992,0.85,0.8648295494575831
255,accuracy_70pct,84.01607892103088,0.8,0.6888024104259801
255,accuracy_60pct,73.93627181030304,0.68,0.5678826379251358
255,correlation_70pct,56.926113082902134,0.37,0.6269696393752616
255,correlation_60pct,54.079654705061486,0.38,0.46314611229456304
256,accuracy_80pct,86.00174166019487,0.83,0.7838467435019567
256,accuracy_70pct,82.09752490820358,0.77,0.7262113286039543
256,accuracy_60pct,71.23541479358592,0.67,0.5245237769289358
256,correlation_70pct,55.84782577205915,0.38,0.6005685353258787
256,correlation_60pct,55.06552276816932,0.4,0.5956274784669694
257,accuracy_80pct,85.62461939257749,0.83,0.7219409039276844
257,accuracy_70pct,87.03244537354196,0.83,0.7568386050727423
257,accuracy_60pct,77.29661665278009,0.71,0.69402503513191
257,correlation_70pct,61.715740051254706,0.45,0.6431578002152593
257,correlation_60pct,50.18072860482499,0.34,0.42361465732228504
258,accuracy_80pct,87.70575719087094,0.84,0.8482776370080451
258,accuracy_70pct,81.57266502063395,0.75,0.7577095420260418
258,accuracy_60pct,74.72142538282874,0.67,0.6104442260856227
258,correlation_70pct,56.439794385965456,0.4,0.540780356750936
258,correlation_60pct,58.78315688528525,0.42,0.6358915297950132
259,accuracy_80pct,88.28094862319307,0.86,0.8328892840166205
259,accuracy_70pct,79.46072080642878,0.75,0.6915690449800431
259,accuracy_60pct,71.93668245819075,0.66,0.5311066093163146
259,correlation_70pct,61.07618783985252,0.44,0.692726632763763
259,correlation_60pct,54.35886183043047,0.39,0.47615474211215547
260,accuracy_80pct,87.6553230247392,0.84,0.7291219058891869
260,accuracy_70pct,83.77052878020947,0.79,0.721887919732761
260,accuracy_60pct,74.64049266492297,0.68,0.6044315622321216
260,correlation_70pct,60.78020353289938,0.43,0.6352272152440072
260,correlation_60pct,55.02423363027977,0.34,0.6062058110276639
261,accuracy_80pct,92.88368509253257,0.9,0.8902498081355045
261,accuracy_70pct,82.46061794149341,0.78,0.7504611330382146
261,accuracy_60pct,71.70780687757428,0.65,0.5744550490548668
261,correlation_70pct,59.81386059863233,0.42,0.7142421736925847
261,correlation_60pct,54.16069004434648,0.37,0.416481574275736
262,accuracy_80pct,86.2811540283223,0.84,0.788108782813267
262,accuracy_70pct,79.1956455367666,0.73,0.6893709263049307
262,accuracy_60pct,73.9391223789389,0.69,0.5830813883296245
262,correlation_70pct,61.02860424235664,0.45,0.666373157937415
262,correlation_60pct,54.09643188664566,0.38,0.5058723685321
263,accuracy_80pct,90.90056505786673,0.88,0.8368563382369917
263,accuracy_70pct,81.06671857347725,0.77,0.6770093609673716
263,accuracy_60pct,69.34766719667033,0.63,0.522421006460269
263,correlation_70pct,61.73251723283887,0.45,0.7117083543429558
263,correlation_60pct,51.90131607432677,0.35,0.5488316718323369
264,accuracy_80pct,87.03254799492119,0.83,0.8312295566319221
264,accuracy_70pct,83.80133519612119,0.78,0.7592540483847096
264,accuracy_60pct,77.90261450101393,0.72,0.6859932736875538
264,correlation_70pct,54.58539590945973,0.36,0.5872503929853783
264,correlation_60pct,55.71910421389906,0.4,0.5425589306747529
265,accuracy_80pct,86.34551480740237,0.83,0.8100377136098722
265,accuracy_70pct,80.1479592367061,0.75,0.6831120107393289
265,accuracy_60pct,74.33037650226306,0.68,0.6304429787435925
265,correlation_70pct,59.76627700113646,0.43,0.6806639139984317
265,correlation_60pct,53.065728173298574,0.38,0.4958864533103208
266,accuracy_80pct,90.21363449172716,0.88,0.8249595769928214
266,accuracy_70pct,82.36260017786579,0.79,0.6646338077836464
266,accuracy_60pct,76.54501744342275,0.72,0.6121570718526237
266,correlation_70pct,62.76322094618597,0.45,0.7064863904433054
266,correlation_60pct,59.045586829070054,0.43,0.583996986406647
267,accuracy_80pct,88.95130725050697,0.86,0.8408296098540103
267,accuracy_70pct,82.08339305249679,0.78,0.6885652323678733
267,accuracy_60pct,76.31064596829302,0.69,0.6487356176315926
267,correlation_70pct,51.34015387633218,0.32,0.585518931652319
267,correlation_60pct,50.948899753008035,0.33,0.5253369128076688
268,accuracy_80pct,86.95141003425697,0.84,0.77362385706981
268,accuracy_70pct,79.7568077347612,0.76,0.6651085670692335
268,accuracy_60pct,77.90251187963469,0.72,0.6829355246428424
268,correlation_70pct,51.68372178078123,0.32,0.5527139905640209
268,correlation_60pct,49.91829866104018,0.33,0.4939766003649617
269,accuracy_80pct,86.54358397210713,0.85,0.7859030522029194
269,accuracy_70pct,79.41323983031214,0.76,0.6512587522699277
269,accuracy_60pct,72.31349686167042,0.66,0.5140801740543813
269,correlation_70pct,57.19129097394357,0.39,0.6367398498970999
269,correlation_60pct,57.90293873914702,0.45,0.5139047634231751
270,accuracy_80pct,89.99878814543823,0.86,0.891560879331354
270,accuracy_70pct,81.78720350278518,0.77,0.6804395419078748
