simulation,grader_type,linear_score,accuracy,spearman
344,accuracy_70pct,90.5,0.79,0.6550714802440234
344,accuracy_60pct,90.75,0.76,0.7433299494445796
344,correlation_70pct,81.0,0.39,0.6081728532440435
344,correlation_60pct,74.75,0.31,0.38852546947637034
345,accuracy_80pct,93.0,0.84,0.7951857998597732
345,accuracy_70pct,90.0,0.76,0.6983236750428601
345,accuracy_60pct,87.75,0.69,0.6794762118787733
345,correlation_70pct,81.75,0.42,0.6314166839015395
345,correlation_60pct,78.0,0.36,0.4620527397701252
346,accuracy_80pct,93.75,0.87,0.7787375865789147
346,accuracy_70pct,90.0,0.77,0.6700412039170536
346,accuracy_60pct,89.75,0.73,0.702800904423637
346,correlation_70pct,84.0,0.45,0.7402996688712503
346,correlation_60pct,82.0,0.48,0.577234667251165
347,accuracy_80pct,92.75,0.85,0.7274450571305446
347,accuracy_70pct,90.25,0.76,0.6734242889485856
347,accuracy_60pct,89.25,0.72,0.6953906287960795
347,correlation_70pct,81.0,0.35,0.6180260299686728
347,correlation_60pct,77.0,0.33,0.4043275612261414
348,accuracy_80pct,92.0,0.84,0.7245211661707297
348,accuracy_70pct,90.25,0.76,0.7121552118609411
348,accuracy_60pct,86.25,0.69,0.5494929328430137
348,correlation_70pct,80.75,0.37,0.6188332153854348
348,correlation_60pct,81.5,0.45,0.6051182121021168
349,accuracy_80pct,92.25,0.84,0.7939549756732996
349,accuracy_70pct,91.5,0.8,0.7810932235867606
349,accuracy_60pct,83.5,0.67,0.5578013049403362
349,correlation_70pct,79.5,0.42,0.5227683492537747
349,correlation_60pct,75.25,0.25,0.4278818636226083
350,accuracy_80pct,91.0,0.81,0.7007195284975816
350,accuracy_70pct,89.75,0.76,0.6899648697049864
350,accuracy_60pct,88.0,0.7,0.6865415165228751
350,correlation_70pct,84.5,0.46,0.714343529967496
350,correlation_60pct,81.25,0.42,0.5570361960666493
351,accuracy_80pct,94.0,0.86,0.7940423124809267
351,accuracy_70pct,91.25,0.76,0.7324699074548556
351,accuracy_60pct,82.5,0.64,0.34965213232004505
351,correlation_70pct,85.0,0.46,0.7276389012698125
351,correlation_60pct,79.0,0.32,0.5406451182540256
352,accuracy_80pct,93.0,0.81,0.7748473947836952
352,accuracy_70pct,92.5,0.82,0.7879439685743073
352,accuracy_60pct,88.0,0.67,0.6700408835167939
352,correlation_70pct,82.0,0.38,0.5902916822075763
352,correlation_60pct,81.0,0.44,0.5672881619979173
353,accuracy_80pct,94.5,0.84,0.8406521333532436
353,accuracy_70pct,91.25,0.79,0.7102594206620609
353,accuracy_60pct,86.75,0.68,0.5401228377445142
353,correlation_70pct,83.75,0.48,0.6627622760265461
353,correlation_60pct,80.5,0.36,0.5433265099252274
354,accuracy_80pct,93.75,0.85,0.7860198173439821
354,accuracy_70pct,89.25,0.75,0.6561615707430356
354,accuracy_60pct,86.25,0.74,0.455628624268225
354,correlation_70pct,83.75,0.44,0.6910740415930483
354,correlation_60pct,78.5,0.34,0.5534885642933721
355,accuracy_80pct,96.25,0.9,0.8928323860374915
355,accuracy_70pct,88.75,0.74,0.6447375342894583
355,accuracy_60pct,88.5,0.69,0.6875592138940645
355,correlation_70pct,80.5,0.38,0.5550889613343994
355,correlation_60pct,79.5,0.41,0.5627812689872721
356,accuracy_80pct,95.0,0.88,0.8445072495080371
356,accuracy_70pct,91.25,0.78,0.741109062991937
356,accuracy_60pct,87.5,0.71,0.6608161513520531
356,correlation_70pct,82.5,0.44,0.7033303136933355
356,correlation_60pct,79.5,0.32,0.638466764556132
357,accuracy_80pct,93.5,0.84,0.7881031383350195
357,accuracy_70pct,89.25,0.73,0.6495018559240657
357,accuracy_60pct,86.0,0.67,0.5442222145105061
357,correlation_70pct,82.0,0.45,0.6149827255827521
357,correlation_60pct,79.0,0.37,0.47368005782033984
358,accuracy_80pct,91.0,0.84,0.6732010054623023
358,accuracy_70pct,89.25,0.75,0.6797290926870388
358,accuracy_60pct,84.25,0.67,0.4962841022427046
358,correlation_70pct,81.25,0.44,0.596385833872735
358,correlation_60pct,81.25,0.45,0.5512372315274228
359,accuracy_80pct,93.25,0.83,0.8023295937277619
359,accuracy_70pct,92.0,0.79,0.7377796478436299
359,accuracy_60pct,89.75,0.7,0.6954540502211763
359,correlation_70pct,82.0,0.39,0.6232775787198371
359,correlation_60pct,83.5,0.43,0.6693166036249009
360,accuracy_80pct,94.25,0.88,0.8174596264118793
360,accuracy_70pct,90.5,0.77,0.7435654277964101
360,accuracy_60pct,87.5,0.67,0.6963187837134714
360,correlation_70pct,85.0,0.49,0.675477084548845
360,correlation_60pct,80.5,0.39,0.6057408291073774
361,accuracy_80pct,93.0,0.83,0.8067009903046832
361,accuracy_70pct,92.0,0.77,0.8127452942440785
361,accuracy_60pct,86.75,0.68,0.5953391283716398
361,correlation_70pct,80.75,0.39,0.5769575276839364
361,correlation_60pct,78.5,0.34,0.5051425143691144
362,accuracy_80pct,94.0,0.86,0.8505153596795773
362,accuracy_70pct,92.0,0.79,0.7752948609039967
362,accuracy_60pct,88.5,0.72,0.6877869803397062
362,correlation_70pct,83.25,0.45,0.6484540083923336
362,correlation_60pct,78.0,0.37,0.522300688992208
363,accuracy_80pct,93.5,0.84,0.7908418191634351
363,accuracy_70pct,90.25,0.76,0.7101220941181711
363,accuracy_60pct,87.0,0.68,0.5786293770736096
363,correlation_70pct,84.0,0.49,0.6807421911645477
363,correlation_60pct,78.25,0.33,0.4770765235294091
364,accuracy_80pct,92.5,0.88,0.6852509076971415
364,accuracy_70pct,90.75,0.76,0.750035970765062
364,accuracy_60pct,86.75,0.71,0.5848461708812763
364,correlation_70pct,82.5,0.44,0.6303564784984542
364,correlation_60pct,79.75,0.38,0.5862852192341741
365,accuracy_80pct,93.5,0.84,0.7964952527475149
365,accuracy_70pct,87.75,0.72,0.6451474638031327
365,accuracy_60pct,89.25,0.73,0.6819901108565782
365,correlation_70pct,82.0,0.45,0.5694462361667548
365,correlation_60pct,77.5,0.38,0.4684773096914987
366,accuracy_80pct,93.75,0.85,0.8468022511182078
366,accuracy_70pct,91.75,0.8,0.7964354516555077
366,accuracy_60pct,86.5,0.69,0.5900227106624938
366,correlation_70pct,78.75,0.34,0.583149870378095
366,correlation_60pct,77.75,0.35,0.4853835464655628
367,accuracy_80pct,92.5,0.84,0.7583832944114094
367,accuracy_70pct,91.0,0.75,0.7862263184981003
367,accuracy_60pct,86.0,0.68,0.615169392913906
367,correlation_70pct,82.25,0.42,0.6564365622342603
367,correlation_60pct,79.5,0.45,0.4536876333247443
368,accuracy_80pct,92.5,0.83,0.800878678176922
368,accuracy_70pct,89.0,0.75,0.6785346069325381
368,accuracy_60pct,85.5,0.66,0.6412577104674196
368,correlation_70pct,83.75,0.47,0.7067059382319285
368,correlation_60pct,79.5,0.37,0.6434980899794931
369,accuracy_80pct,93.75,0.87,0.8196897845390737
369,accuracy_70pct,91.0,0.77,0.7494138357234669
369,accuracy_60pct,87.5,0.7,0.5580121557754368
369,correlation_70pct,84.25,0.48,0.6470661028750615
369,correlation_60pct,80.0,0.39,0.5219739163083241
370,accuracy_80pct,94.5,0.87,0.8188357539318283
370,accuracy_70pct,89.75,0.77,0.6559737571895279
370,accuracy_60pct,87.5,0.73,0.5797164568512655
370,correlation_70pct,82.25,0.42,0.5683574404871825
370,correlation_60pct,82.0,0.39,0.6385424886393778
371,accuracy_80pct,94.75,0.87,0.8524827418861018
371,accuracy_70pct,90.5,0.75,0.740802247210275
371,accuracy_60pct,88.0,0.71,0.6506482326712557
371,correlation_70pct,81.5,0.42,0.6562048941604989
371,correlation_60pct,78.75,0.3,0.5476502664694978
372,accuracy_80pct,92.75,0.83,0.8034058939987787
372,accuracy_70pct,92.5,0.79,0.8119016174807318
372,accuracy_60pct,87.0,0.72,0.5834762630843542
372,correlation_70pct,78.25,0.34,0.5601835038026602
372,correlation_60pct,79.25,0.34,0.5814153346160926
373,accuracy_80pct,90.5,0.83,0.6515140720877478
373,accuracy_70pct,91.25,0.8,0.741918503136255
373,accuracy_60pct,84.75,0.65,0.5399841610711912
373,correlation_70pct,84.0,0.47,0.6785278583639267
373,correlation_60pct,79.25,0.43,0.5033864542154832
374,accuracy_80pct,93.75,0.84,0.7939801658368982
374,accuracy_70pct,89.5,0.76,0.6598124222330746
374,accuracy_60pct,86.75,0.68,0.5919258048629071
374,correlation_70pct,82.25,0.43,0.6117791309853445
374,correlation_60pct,82.5,0.44,0.6834571830027055
375,accuracy_80pct,91.5,0.82,0.7104860166911113
375,accuracy_70pct,90.0,0.75,0.6675244643529518
375,accuracy_60pct,88.0,0.67,0.6863266558529875
375,correlation_70pct,84.0,0.46,0.6048883144626728
375,correlation_60pct,79.0,0.39,0.49425465863237145
376,accuracy_80pct,94.5,0.85,0.8214428223189606
376,accuracy_70pct,87.25,0.73,0.5333156849775629
376,accuracy_60pct,90.0,0.72,0.7226113073206107
376,correlation_70pct,83.0,0.43,0.6276447336344282
376,correlation_60pct,82.0,0.44,0.4733981723267993
377,accuracy_80pct,94.25,0.84,0.8675305466193277
377,accuracy_70pct,90.75,0.79,0.739868904132114
377,accuracy_60pct,86.0,0.7,0.5209989933200715
377,correlation_70pct,83.0,0.43,0.617572617409498
377,correlation_60pct,78.5,0.36,0.4904015800539339
378,accuracy_80pct,93.25,0.85,0.7945267827135637
378,accuracy_70pct,89.75,0.77,0.6912794281823849
378,accuracy_60pct,84.75,0.7,0.5041897084876138
378,correlation_70pct,82.25,0.43,0.6544570388383026
378,correlation_60pct,80.25,0.37,0.5732391351434148
379,accuracy_80pct,93.25,0.85,0.777173621969996
379,accuracy_70pct,91.0,0.78,0.7503511051434665
379,accuracy_60pct,88.5,0.71,0.7108789327991711
379,correlation_70pct,81.75,0.41,0.6626000237163115
379,correlation_60pct,78.25,0.33,0.5361406977983731
380,accuracy_80pct,93.0,0.84,0.7624588003987712
380,accuracy_70pct,92.75,0.82,0.7683257403604178
380,accuracy_60pct,87.25,0.7,0.5950367410531003
380,correlation_70pct,83.25,0.43,0.6850493692954394
380,correlation_60pct,81.5,0.4,0.6276716505125347
381,accuracy_80pct,94.0,0.85,0.8555778635415814
381,accuracy_70pct,91.0,0.76,0.8005051947751618
381,accuracy_60pct,85.75,0.7,0.5750912830087529
381,correlation_70pct,82.5,0.45,0.6098621593292731
381,correlation_60pct,81.5,0.44,0.5925363724293832
382,accuracy_80pct,94.5,0.85,0.8251902534234475
382,accuracy_70pct,88.75,0.76,0.6186660706686309
382,accuracy_60pct,87.5,0.7,0.5874650861919958
382,correlation_70pct,80.0,0.35,0.5515933998625188
382,correlation_60pct,77.0,0.32,0.4742611102887204
383,accuracy_80pct,94.0,0.87,0.79502231193304
383,accuracy_70pct,90.75,0.77,0.7356026190311096
383,accuracy_60pct,85.0,0.67,0.5164760539218634
383,correlation_70pct,83.25,0.45,0.6724839319254123
383,correlation_60pct,77.0,0.34,0.5119328476294154
384,accuracy_80pct,93.5,0.84,0.8468031395271208
384,accuracy_70pct,89.5,0.78,0.7088297054568256
384,accuracy_60pct,88.75,0.73,0.7273274800615577
384,correlation_70pct,82.5,0.45,0.6456938646055844
384,correlation_60pct,76.75,0.32,0.5155052861955228
385,accuracy_80pct,94.75,0.88,0.8067958048013563
385,accuracy_70pct,91.0,0.78,0.667327814073366
385,accuracy_60pct,88.25,0.71,0.5903770391719216
385,correlation_70pct,84.5,0.45,0.6508449912402373
385,correlation_60pct,80.5,0.39,0.5001685909139679
386,accuracy_80pct,94.75,0.84,0.8972355491292056
386,accuracy_70pct,91.0,0.76,0.7592482650861408
386,accuracy_60pct,87.25,0.66,0.6915367503689941
386,correlation_70pct,81.0,0.45,0.48349143449398985
386,correlation_60pct,79.0,0.34,0.5350491864374017
387,accuracy_80pct,94.75,0.87,0.8415879687627024
387,accuracy_70pct,89.75,0.8,0.6492860799080349
387,accuracy_60pct,88.0,0.75,0.6052745206858376
387,correlation_70pct,81.75,0.41,0.6473935359784907
387,correlation_60pct,77.25,0.29,0.5371513396350214
388,accuracy_80pct,94.5,0.87,0.7996648944787798
388,accuracy_70pct,91.5,0.75,0.7558998397656881
388,accuracy_60pct,87.75,0.7,0.5924119065567572
388,correlation_70pct,86.0,0.52,0.7223617145875186
388,correlation_60pct,81.75,0.44,0.520206835366351
389,accuracy_80pct,93.5,0.85,0.7887011975693442
389,accuracy_70pct,87.5,0.73,0.5905410744109262
389,accuracy_60pct,85.5,0.66,0.5596907815329464
389,correlation_70pct,83.75,0.45,0.7023943284089345
389,correlation_60pct,79.0,0.36,0.47565934651298025
390,accuracy_80pct,92.25,0.83,0.7819044472658893
390,accuracy_70pct,90.25,0.79,0.7014049505047996
390,accuracy_60pct,87.25,0.69,0.6621355747025726
390,correlation_70pct,83.75,0.49,0.683193805310907
390,correlation_60pct,77.25,0.34,0.5024431829383318
391,accuracy_80pct,92.25,0.82,0.7612846992326988
391,accuracy_70pct,92.25,0.8,0.8101438746173818
391,accuracy_60pct,89.25,0.72,0.7290485723002567
391,correlation_70pct,79.5,0.37,0.5717285244274432
391,correlation_60pct,74.75,0.29,0.4273281351482788
392,accuracy_80pct,94.5,0.85,0.848595637619456
392,accuracy_70pct,88.5,0.76,0.6181036088834547
392,accuracy_60pct,84.5,0.65,0.5461505022266813
392,correlation_70pct,79.25,0.33,0.5897772944142574
392,correlation_60pct,81.75,0.46,0.6150528615861555
393,accuracy_80pct,94.75,0.88,0.83706071382582
393,accuracy_70pct,91.0,0.74,0.8042543009616576
393,accuracy_60pct,85.0,0.67,0.575827853388857
393,correlation_70pct,83.0,0.45,0.6298226591066366
393,correlation_60pct,80.25,0.38,0.5961045334817505
394,accuracy_80pct,93.5,0.86,0.7848635998156592
394,accuracy_70pct,90.75,0.76,0.7459731004326855
394,accuracy_60pct,86.0,0.66,0.5787784165249501
394,correlation_70pct,80.5,0.34,0.5947629669681934
394,correlation_60pct,79.5,0.38,0.5757523092755271
395,accuracy_80pct,93.75,0.86,0.8331695873706201
395,accuracy_70pct,90.75,0.77,0.7749389097401623
395,accuracy_60pct,86.75,0.68,0.6601654867347944
395,correlation_70pct,80.5,0.37,0.6788253342679066
395,correlation_60pct,79.5,0.46,0.5569604935965345
396,accuracy_80pct,93.75,0.85,0.7954781035508002
396,accuracy_70pct,91.5,0.78,0.7764184497845985
396,accuracy_60pct,84.75,0.67,0.5435506750599186
396,correlation_70pct,83.0,0.43,0.6462724520190855
396,correlation_60pct,81.75,0.38,0.6465099827556092
397,accuracy_80pct,94.5,0.85,0.8482883609653542
397,accuracy_70pct,89.5,0.75,0.6729365459897334
397,accuracy_60pct,87.25,0.69,0.5521816891034191
397,correlation_70pct,83.25,0.42,0.6300538426049681
397,correlation_60pct,78.0,0.35,0.43422744729297413
398,accuracy_80pct,93.75,0.87,0.7715076591964691
398,accuracy_70pct,89.75,0.76,0.6407521442208653
398,accuracy_60pct,86.25,0.67,0.6064417993163066
398,correlation_70pct,84.25,0.48,0.6627126486014474
398,correlation_60pct,80.25,0.38,0.5876959501682255
399,accuracy_80pct,93.75,0.85,0.8457955233356228
399,accuracy_70pct,87.5,0.76,0.6154203636596911
399,accuracy_60pct,89.25,0.74,0.6930422615296097
399,correlation_70pct,82.0,0.45,0.5738773683510077
399,correlation_60pct,79.0,0.36,0.5806484723315101
400,accuracy_80pct,93.75,0.84,0.8160391931257882
400,accuracy_70pct,90.75,0.76,0.7363914035920929
400,accuracy_60pct,85.5,0.7,0.4835508402969
400,correlation_70pct,83.25,0.43,0.6338758799643064
400,correlation_60pct,78.25,0.37,0.45226971273752686
401,accuracy_80pct,94.5,0.86,0.8462662074905527
401,accuracy_70pct,88.5,0.75,0.5893152727641688
401,accuracy_60pct,86.75,0.67,0.6137603986594353
401,correlation_70pct,81.25,0.37,0.5542627534425024
401,correlation_60pct,75.75,0.35,0.3627979292977325
402,accuracy_80pct,94.25,0.85,0.7994544828351672
402,accuracy_70pct,90.5,0.78,0.6839277770196517
402,accuracy_60pct,85.75,0.67,0.5359035178338842
402,correlation_70pct,81.75,0.41,0.5804953029975991
402,correlation_60pct,83.5,0.44,0.6137669499259415
403,accuracy_80pct,94.5,0.88,0.8483139545299058
403,accuracy_70pct,91.5,0.78,0.7434614058557001
403,accuracy_60pct,87.25,0.69,0.5963703636335436
403,correlation_70pct,83.25,0.45,0.625215406112398
403,correlation_60pct,78.75,0.4,0.5685805236551327
404,accuracy_80pct,95.75,0.9,0.8575297260201693
404,accuracy_70pct,89.75,0.76,0.5957748536851023
404,accuracy_60pct,88.5,0.69,0.6160158233657194
404,correlation_70pct,83.5,0.45,0.6465296184712845
404,correlation_60pct,75.75,0.25,0.39486252911501574
405,accuracy_80pct,93.0,0.84,0.7848703978060496
405,accuracy_70pct,89.75,0.76,0.7411740314376634
405,accuracy_60pct,86.75,0.7,0.622456584975957
405,correlation_70pct,80.75,0.36,0.6298023949864084
405,correlation_60pct,78.5,0.36,0.5308207705306061
406,accuracy_80pct,93.5,0.83,0.8551648627943504
406,accuracy_70pct,89.25,0.77,0.6316143199617766
406,accuracy_60pct,87.75,0.7,0.609632295159253
406,correlation_70pct,81.5,0.39,0.6406217536720243
406,correlation_60pct,75.5,0.27,0.491053622066993
407,accuracy_80pct,92.25,0.84,0.7567122408973137
407,accuracy_70pct,89.75,0.77,0.7113395281207257
407,accuracy_60pct,88.25,0.71,0.702118448042688
407,correlation_70pct,79.75,0.35,0.6019252456042372
407,correlation_60pct,78.5,0.29,0.6011123871115752
408,accuracy_80pct,92.0,0.84,0.7123422729013998
408,accuracy_70pct,90.75,0.83,0.6353897779462471
408,accuracy_60pct,87.75,0.7,0.5785890224026189
408,correlation_70pct,82.25,0.43,0.597884842042389
408,correlation_60pct,78.75,0.33,0.5152220686182366
409,accuracy_80pct,93.0,0.83,0.7654544802657293
409,accuracy_70pct,90.5,0.75,0.749103010367781
409,accuracy_60pct,84.75,0.66,0.47750655666560354
409,correlation_70pct,81.75,0.42,0.5612108873337887
409,correlation_60pct,82.0,0.39,0.6432109092408257
410,accuracy_80pct,95.75,0.89,0.91014857230862
410,accuracy_70pct,91.75,0.77,0.7717277737963525
410,accuracy_60pct,86.0,0.68,0.565536936377461
410,correlation_70pct,79.75,0.35,0.6328004797432942
410,correlation_60pct,80.0,0.38,0.5413079084665184
411,accuracy_80pct,93.75,0.87,0.7849153164877986
411,accuracy_70pct,93.25,0.83,0.798373983232357
411,accuracy_60pct,87.5,0.69,0.5924274487443582
411,correlation_70pct,81.5,0.4,0.6437712630741751
411,correlation_60pct,80.25,0.39,0.5253226165842407
412,accuracy_80pct,91.25,0.81,0.7652325658087705
412,accuracy_70pct,88.5,0.77,0.64939928919495
412,accuracy_60pct,88.75,0.71,0.718333202524171
412,correlation_70pct,79.75,0.34,0.6177751548203445
412,correlation_60pct,77.75,0.36,0.5036817039909497
413,accuracy_80pct,94.0,0.85,0.7478705133744493
413,accuracy_70pct,91.0,0.77,0.7179262178681481
413,accuracy_60pct,86.25,0.67,0.48866047951644176
413,correlation_70pct,82.25,0.42,0.6392890184250698
413,correlation_60pct,81.75,0.45,0.5739196200103373
414,accuracy_80pct,92.5,0.83,0.7826305470038609
414,accuracy_70pct,90.5,0.77,0.7332937706177902
414,accuracy_60pct,86.0,0.69,0.5757014371011276
414,correlation_70pct,84.5,0.5,0.7119794575035504
414,correlation_60pct,82.25,0.42,0.6309868160532994
415,accuracy_80pct,93.0,0.83,0.822540035626181
415,accuracy_70pct,90.75,0.77,0.7486896060761568
415,accuracy_60pct,87.0,0.69,0.6891405023873002
415,correlation_70pct,81.75,0.41,0.5849895559973208
415,correlation_60pct,80.25,0.4,0.5596495807548322
416,accuracy_80pct,95.0,0.88,0.8294871398745127
416,accuracy_70pct,90.75,0.78,0.704793292614103
416,accuracy_60pct,87.25,0.69,0.6341806077248288
416,correlation_70pct,81.25,0.41,0.565827615624636
416,correlation_60pct,80.5,0.35,0.5250001398170873
417,accuracy_80pct,91.25,0.82,0.7059257994262164
417,accuracy_70pct,86.5,0.73,0.5805298964083432
417,accuracy_60pct,88.25,0.72,0.6641329864792411
417,correlation_70pct,78.25,0.34,0.5291035614948891
417,correlation_60pct,77.0,0.35,0.48555382594416585
418,accuracy_80pct,93.0,0.85,0.7461893640025951
418,accuracy_70pct,91.5,0.79,0.7497914073654829
418,accuracy_60pct,88.5,0.72,0.6376029811796233
418,correlation_70pct,84.0,0.49,0.6417054463564269
418,correlation_60pct,82.25,0.42,0.626226912830911
419,accuracy_80pct,94.75,0.86,0.8656847399452696
419,accuracy_70pct,89.0,0.78,0.5924283542318179
419,accuracy_60pct,88.5,0.71,0.6966649630997503
419,correlation_70pct,81.75,0.44,0.632539147142085
419,correlation_60pct,81.75,0.42,0.6698628316986983
420,accuracy_80pct,92.5,0.83,0.8056158564046924
420,accuracy_70pct,90.0,0.77,0.7339184623379965
420,accuracy_60pct,86.0,0.7,0.621553025847331
420,correlation_70pct,82.5,0.45,0.6675143082232089
420,correlation_60pct,78.75,0.4,0.5179165282449119
421,accuracy_80pct,93.5,0.85,0.8262997106934853
421,accuracy_70pct,91.0,0.8,0.7390592309246087
421,accuracy_60pct,88.75,0.69,0.7251689718167678
421,correlation_70pct,80.5,0.38,0.6469827894340804
421,correlation_60pct,75.75,0.29,0.45814370860203046
422,accuracy_80pct,93.75,0.85,0.8253990944749232
422,accuracy_70pct,90.5,0.8,0.715292280767154
422,accuracy_60pct,86.75,0.69,0.6487169236795127
422,correlation_70pct,79.25,0.3,0.6302201282868
422,correlation_60pct,77.75,0.32,0.5749125801950835
423,accuracy_80pct,92.75,0.84,0.7489682596113482
423,accuracy_70pct,91.25,0.8,0.7027005165638454
423,accuracy_60pct,88.25,0.71,0.6334920316750756
423,correlation_70pct,81.0,0.37,0.6226849198017101
423,correlation_60pct,82.0,0.4,0.6292240839620855
424,accuracy_80pct,92.5,0.84,0.7718449776787365
424,accuracy_70pct,89.75,0.8,0.6777908572187411
